well_id,barcode,mapped_batch_id,mapped_control,cpmd_pg,dmso_mM,pert_type,site_id,cell_tot,area,min_diameter,max_diameter,seeded,painted
I11,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,267,121.59521734111088,0.796043714850304,210.3833868063541,2023-07-04  10:20:30,2023-07-06  10:40:00
I11,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,270,138.1366103486436,0.8023268634617264,225.4786688353131,2023-07-04  10:20:30,2023-07-06  10:40:00
I12,PB000095,3,0,3.90625e-11,10.0,poscon,s1,269,121.4163332775665,0.7562285390907583,214.13310263441812,2023-07-04  10:22:00,2023-07-06  10:40:00
I12,PB000095,3,0,3.90625e-11,10.0,poscon,s2,259,119.0553626959222,0.7680109365578591,215.94486078339773,2023-07-04  10:22:00,2023-07-06  10:40:00
I13,PB000101,1,1,1e-10,14079098.93766799,negcon,s1,252,121.42410440231552,0.7800584038054389,213.7100948694291,2023-07-04  10:23:30,2023-07-06  10:40:00
I13,PB000101,1,1,1e-10,14079098.93766799,negcon,s2,248,120.47495604724485,0.77457116928929,212.08452508951396,2023-07-04  10:23:30,2023-07-06  10:40:00
I14,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,186,108.48471226449334,0.7531643565257979,193.73267216775517,2023-07-04  10:20:00,2023-07-06  10:40:00
I14,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,311,118.51908925712604,0.8375257234118068,183.5933421007472,2023-07-04  10:20:00,2023-07-06  10:40:00
I15,PB000100,3,0,4.0000000000000004e-11,1.0,poscon,s1,251,127.99150114179446,0.8208155219084562,213.21616680041987,2023-07-04  10:48:00,2023-07-06  12:49:00
I15,PB000100,3,0,4.0000000000000004e-11,1.0,poscon,s2,293,129.06449154377407,0.787577352554474,210.3865419581145,2023-07-04  10:48:00,2023-07-06  12:49:00
I16,PB000090,0,0,4e-10,10.0,poscon,s1,37,47.939949490094,0.8038041176394405,91.65166136689746,2023-07-04  10:45:30,2023-07-06  12:49:00
I16,PB000090,0,0,4e-10,10.0,poscon,s2,24,22.23651371228428,0.7707698907334799,42.89045871785119,2023-07-04  10:45:30,2023-07-06  12:49:00
I17,PB000095,1,1,1e-10,14079098.93766799,negcon,s1,228,113.96949253460993,0.743756459697082,202.4413503992754,2023-07-04  10:22:00,2023-07-06  10:40:00
I17,PB000095,1,1,1e-10,14079098.93766799,negcon,s2,263,122.35422128078925,0.8141146087538951,204.2716992087267,2023-07-04  10:22:00,2023-07-06  10:40:00
I18,PB000090,3,0,3.90625e-11,10.0,poscon,s1,204,134.71368256629398,0.8103397580756443,223.37436546318503,2023-07-04  10:45:30,2023-07-06  12:49:00
I18,PB000090,3,0,3.90625e-11,10.0,poscon,s2,212,133.9958530802017,0.7974336328176801,220.7847122478339,2023-07-04  10:45:30,2023-07-06  12:49:00
I19,PB000100,1,1,1e-10,14079098.93766799,negcon,s1,321,111.61018582276874,0.8287859919157908,180.86790904682493,2023-07-04  10:48:00,2023-07-06  12:49:00
I19,PB000100,1,1,1e-10,14079098.93766799,negcon,s2,236,131.38360247174273,0.8002471257805746,220.96632394893084,2023-07-04  10:48:00,2023-07-06  12:49:00
I20,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,190,120.7959335067352,0.7642550071390029,199.83204193756853,2023-07-04  10:20:00,2023-07-06  10:40:00
I20,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,314,124.40068780127604,0.8035897124390754,202.03205795564503,2023-07-04  10:20:00,2023-07-06  10:40:00
I21,PB000092,0,0,3.90625e-11,10.0,poscon,s1,213,127.96381680274467,0.7841426878687968,211.4909175759189,2023-07-04  10:46:00,2023-07-06  12:49:00
I21,PB000092,0,0,3.90625e-11,10.0,poscon,s2,228,133.44327071111695,0.8012202642883048,212.1278585608474,2023-07-04  10:46:00,2023-07-06  12:49:00
I22,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,191,124.35407735593544,0.7872473310441959,213.09201887725888,2023-07-04  10:21:00,2023-07-06  10:40:00
I22,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,285,127.76404863860918,0.763167160582135,218.86572083254532,2023-07-04  10:21:00,2023-07-06  10:40:00
I23,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,224,134.36063213002663,0.7883115158214424,216.32843369399947,2023-07-04  10:46:00,2023-07-06  12:49:00
I23,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,247,119.75871501807532,0.7802878884592418,211.80905156736296,2023-07-04  10:46:00,2023-07-06  12:49:00
J02,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,219,115.60324999805538,0.7730689445626084,205.88316422182987,2023-07-04  10:20:30,2023-07-06  10:40:00
J02,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,178,143.81355491609185,0.8245955673822376,224.0722587424384,2023-07-04  10:20:30,2023-07-06  10:40:00
J03,PB000091,3,0,4.0000000000000004e-11,1.0,poscon,s1,179,119.84387303906058,0.7893783197438969,210.11226500929888,2023-07-04  10:21:00,2023-07-06  10:40:00
J03,PB000091,3,0,4.0000000000000004e-11,1.0,poscon,s2,257,130.14843310436825,0.7989127143505589,212.691319538666,2023-07-04  10:21:00,2023-07-06  10:40:00
J04,PB000096,1,1,1e-10,14079098.93766799,negcon,s1,227,128.62293866311288,0.8068363821426201,208.1528984894769,2023-07-04  10:47:00,2023-07-06  12:49:00
J04,PB000096,1,1,1e-10,14079098.93766799,negcon,s2,118,111.61532595352318,0.793408828407148,194.4947249412716,2023-07-04  10:47:00,2023-07-06  12:49:00
J05,PB000090,3,0,4e-10,10.0,poscon,s1,45,86.32474906761811,0.8308773527320792,163.05080597505565,2023-07-04  10:45:30,2023-07-06  12:49:00
J05,PB000090,3,0,4e-10,10.0,poscon,s2,64,95.29668511687784,0.8563343449868368,144.1625086898232,2023-07-04  10:45:30,2023-07-06  12:49:00
J06,PB000093,0,0,4e-10,10.0,poscon,s1,169,135.968281221967,0.7829237608050615,226.20840157867872,2023-07-04  10:21:30,2023-07-06  10:40:00
J06,PB000093,0,0,4e-10,10.0,poscon,s2,181,142.73402899878266,0.8238001837547373,234.728132851208,2023-07-04  10:21:30,2023-07-06  10:40:00
J07,PB000089,2,1,3.90625e-11,10.0,negcon,s1,183,115.55777614955184,0.7989008093201448,196.72107589979356,2023-07-04  10:20:30,2023-07-06  10:40:00
J07,PB000089,2,1,3.90625e-11,10.0,negcon,s2,172,127.08001983192632,0.8466567046616311,196.0928269947562,2023-07-04  10:20:30,2023-07-06  10:40:00
J08,PB000096,2,1,4e-10,10.0,negcon,s1,246,123.1511534346144,0.7798199560948877,216.02193744158143,2023-07-04  10:47:00,2023-07-06  12:49:00
J08,PB000096,2,1,4e-10,10.0,negcon,s2,225,134.02227601044524,0.8264189097144969,219.69002086691808,2023-07-04  10:47:00,2023-07-06  12:49:00
J09,PB000094,3,0,4.0000000000000004e-11,1.0,poscon,s1,219,140.39451693348212,0.8816969667373913,218.92871616724943,2023-07-04  10:46:30,2023-07-06  12:49:00
J09,PB000094,3,0,4.0000000000000004e-11,1.0,poscon,s2,194,134.01879032951285,0.8129064710792779,222.3255953629694,2023-07-04  10:46:30,2023-07-06  12:49:00
J10,PB000090,1,1,1e-10,14079098.93766799,negcon,s1,142,128.34543566564594,0.8179180070931888,219.63535039298097,2023-07-04  10:45:30,2023-07-06  12:49:00
J10,PB000090,1,1,1e-10,14079098.93766799,negcon,s2,135,128.13743624654956,0.8467725614671566,208.6738070175519,2023-07-04  10:45:30,2023-07-06  12:49:00
J11,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,861,11.115383095289465,0.799164277138415,18.962876694235497,2023-07-04  10:20:00,2023-07-06  10:40:00
J11,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,187,13.123477087064051,0.7518453823506154,23.969778034828416,2023-07-04  10:20:00,2023-07-06  10:40:00
J12,PB000091,3,0,4e-10,10.0,poscon,s1,197,130.7606814687838,0.7679913162037891,236.3834672135052,2023-07-04  10:21:00,2023-07-06  10:40:00
J12,PB000091,3,0,4e-10,10.0,poscon,s2,186,144.9583550024043,0.8351739743142198,230.53290437701597,2023-07-04  10:21:00,2023-07-06  10:40:00
J13,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,245,134.00448415915926,0.7712344852569307,211.36612388020757,2023-07-04  10:46:00,2023-07-06  12:49:00
J13,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,315,121.1905138957405,0.8086767046814928,197.30234401184424,2023-07-04  10:46:00,2023-07-06  12:49:00
J14,PB000089,2,1,4.0000000000000004e-11,1.0,negcon,s1,218,127.9939563135148,0.8063141935592377,219.81766937561497,2023-07-04  10:20:30,2023-07-06  10:40:00
J14,PB000089,2,1,4.0000000000000004e-11,1.0,negcon,s2,279,129.85461391078056,0.7694383166914609,215.6081661314036,2023-07-04  10:20:30,2023-07-06  10:40:00
J15,PB000097,2,1,4e-10,10.0,negcon,s1,66,116.80802782090814,0.801573226884427,197.06380630976884,2023-07-04  10:22:30,2023-07-06  10:40:00
J15,PB000097,2,1,4e-10,10.0,negcon,s2,64,126.90506579167824,0.8103988135903109,197.72293684237968,2023-07-04  10:22:30,2023-07-06  10:40:00
J16,PB000092,1,1,1e-10,14079098.93766799,negcon,s1,287,129.4970519920457,0.8446834119052865,207.76065962691655,2023-07-04  10:46:00,2023-07-06  12:49:00
J16,PB000092,1,1,1e-10,14079098.93766799,negcon,s2,267,130.7389028246423,0.7926436015715481,212.51825091926813,2023-07-04  10:46:00,2023-07-06  12:49:00
J17,PB000090,1,1,1e-10,14079098.93766799,negcon,s1,86,86.27531402126554,0.7991438144979778,149.10425775584997,2023-07-04  10:45:30,2023-07-06  12:49:00
J17,PB000090,1,1,1e-10,14079098.93766799,negcon,s2,91,99.17260277962464,0.7973845630669505,157.8348907476,2023-07-04  10:45:30,2023-07-06  12:49:00
J18,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,60,77.33511652882272,0.7404337474886007,149.9929060660644,2023-07-04  10:20:00,2023-07-06  10:40:00
J18,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,61,97.62844717550824,0.7554132747697602,180.18062189124677,2023-07-04  10:20:00,2023-07-06  10:40:00
J19,PB000093,1,1,1e-10,14079098.93766799,negcon,s1,179,119.89564412925296,0.7839901068814208,195.73800699419053,2023-07-04  10:21:30,2023-07-06  10:40:00
J19,PB000093,1,1,1e-10,14079098.93766799,negcon,s2,273,130.34897900032124,0.7801061293926926,217.57722646209797,2023-07-04  10:21:30,2023-07-06  10:40:00
J20,PB000091,3,0,3.90625e-11,10.0,poscon,s1,278,118.4093237904196,0.7977155196867518,198.57182008277545,2023-07-04  10:21:00,2023-07-06  10:40:00
J20,PB000091,3,0,3.90625e-11,10.0,poscon,s2,284,118.43820694495416,0.7617677167239518,200.65615579826675,2023-07-04  10:21:00,2023-07-06  10:40:00
J21,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,137,104.4546400205556,0.8357066068365917,169.02777351095014,2023-07-04  10:20:00,2023-07-06  10:40:00
J21,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,266,109.14720121160994,0.8149635660862141,177.00505238808128,2023-07-04  10:20:00,2023-07-06  10:40:00
J22,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,260,127.01730366105376,0.7627933531290942,219.2721726993508,2023-07-04  10:20:00,2023-07-06  10:40:00
J22,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,283,125.42087178731926,0.842765538283213,207.60643509549865,2023-07-04  10:20:00,2023-07-06  10:40:00
J23,PB000095,1,1,1e-10,14079098.93766799,negcon,s1,230,124.75769411563206,0.7770958129203305,213.61283412359893,2023-07-04  10:22:00,2023-07-06  10:40:00
J23,PB000095,1,1,1e-10,14079098.93766799,negcon,s2,262,121.93653592360997,0.7910279962776019,199.51459891133723,2023-07-04  10:22:00,2023-07-06  10:40:00
K02,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,186,127.33170355129448,0.8260676767585216,207.8664163384483,2023-07-04  10:20:00,2023-07-06  10:40:00
K02,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,122,104.3260096142617,0.7974040756908327,171.29569873924822,2023-07-04  10:20:00,2023-07-06  10:40:00
K03,PB000100,1,1,1e-10,14079098.93766799,negcon,s1,428,10.724667357006393,0.7942246496332217,18.665564805022644,2023-07-04  10:48:00,2023-07-06  12:49:00
K03,PB000100,1,1,1e-10,14079098.93766799,negcon,s2,347,12.730919207506682,0.7884848441544161,22.246429176636703,2023-07-04  10:48:00,2023-07-06  12:49:00
K04,PB000091,0,0,3.90625e-11,10.0,poscon,s1,73,88.86805734289726,0.8079868918325017,161.33501145282352,2023-07-04  10:21:00,2023-07-06  10:40:00
K04,PB000091,0,0,3.90625e-11,10.0,poscon,s2,93,95.55285637046686,0.7865601838728249,177.52269765129398,2023-07-04  10:21:00,2023-07-06  10:40:00
K05,PB000089,3,0,4e-10,10.0,poscon,s1,108,115.3039611208763,0.8153691164230712,186.01214464733155,2023-07-04  10:20:30,2023-07-06  10:40:00
K05,PB000089,3,0,4e-10,10.0,poscon,s2,125,127.41114180710534,0.8570508937742262,189.94444375730305,2023-07-04  10:20:30,2023-07-06  10:40:00
K06,PB000097,3,0,4.0000000000000004e-11,1.0,poscon,s1,166,112.51073476821712,0.7687927976654578,201.69388513515676,2023-07-04  10:22:30,2023-07-06  10:40:00
K06,PB000097,3,0,4.0000000000000004e-11,1.0,poscon,s2,183,130.64000250161016,0.7761638850878835,214.74636837017897,2023-07-04  10:22:30,2023-07-06  10:40:00
K07,PB000090,0,0,4.0000000000000004e-11,1.0,poscon,s1,98,109.30284711910512,0.798030832494951,178.17372361134744,2023-07-04  10:45:30,2023-07-06  12:49:00
K07,PB000090,0,0,4.0000000000000004e-11,1.0,poscon,s2,147,119.18073190400249,0.7824477576849594,208.14917650986112,2023-07-04  10:45:30,2023-07-06  12:49:00
K08,PB000089,0,0,4.0000000000000004e-11,1.0,poscon,s1,146,138.51808002306228,0.8879452203122593,210.1696228136292,2023-07-04  10:20:30,2023-07-06  10:40:00
K08,PB000089,0,0,4.0000000000000004e-11,1.0,poscon,s2,138,137.56551242907005,0.8532815341420066,221.9857664468368,2023-07-04  10:20:30,2023-07-06  10:40:00
K09,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,94,134.891993396171,0.8492161246455824,193.82366657463064,2023-07-04  10:20:00,2023-07-06  10:40:00
K09,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,134,119.0409182587486,0.7918359727051587,201.080979695179,2023-07-04  10:20:00,2023-07-06  10:40:00
K10,PB000093,2,1,4e-10,10.0,negcon,s1,33,72.56343560550647,0.8564434898236757,140.49757264281425,2023-07-04  10:21:30,2023-07-06  10:40:00
K10,PB000093,2,1,4e-10,10.0,negcon,s2,123,112.19474919220984,0.7741915668672603,192.20408472493463,2023-07-04  10:21:30,2023-07-06  10:40:00
K11,PB000099,1,1,1e-10,14079098.93766799,negcon,s1,147,128.28894407381816,0.7982770742548535,207.63835731644213,2023-07-04  10:23:00,2023-07-06  10:40:00
K11,PB000099,1,1,1e-10,14079098.93766799,negcon,s2,205,130.33961478919946,0.7955194407479922,227.9476158219309,2023-07-04  10:23:00,2023-07-06  10:40:00
K12,PB000095,2,1,3.90625e-11,10.0,negcon,s1,154,125.7085989966493,0.8088069337879409,194.1453062462983,2023-07-04  10:22:00,2023-07-06  10:40:00
K12,PB000095,2,1,3.90625e-11,10.0,negcon,s2,190,111.75741036933672,0.7871210517771823,193.3477899686391,2023-07-04  10:22:00,2023-07-06  10:40:00
K13,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,154,116.5843883411927,0.8386366564265112,197.11866958343865,2023-07-04  10:20:30,2023-07-06  10:40:00
K13,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,250,129.13423289926197,0.8308566936217183,207.50593407208456,2023-07-04  10:20:30,2023-07-06  10:40:00
K14,PB000098,0,0,4.0000000000000004e-11,1.0,poscon,s1,245,126.31418226794,0.785972798439209,213.5351756211436,2023-07-04  10:47:30,2023-07-06  12:49:00
K14,PB000098,0,0,4.0000000000000004e-11,1.0,poscon,s2,209,114.77467877740196,0.8021495492679225,204.61707249472997,2023-07-04  10:47:30,2023-07-06  12:49:00
K15,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,250,125.96760750723011,0.8310527773297353,213.82196634112847,2023-07-04  10:20:00,2023-07-06  10:40:00
K15,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,257,138.5041561257107,0.7845175184722991,228.0930427731183,2023-07-04  10:20:00,2023-07-06  10:40:00
K16,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,72,101.81196447923918,0.8365721293463075,181.14089161175025,2023-07-04  10:20:00,2023-07-06  10:40:00
K16,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,68,114.40543448821856,0.8016173982295995,185.7579714708808,2023-07-04  10:20:00,2023-07-06  10:40:00
K17,PB000096,0,0,4.0000000000000004e-11,1.0,poscon,s1,71,179.99503131747298,0.8832878793100192,257.8405046073639,2023-07-04  10:47:00,2023-07-06  12:49:00
K17,PB000096,0,0,4.0000000000000004e-11,1.0,poscon,s2,74,139.02230994115746,0.8034727524373377,241.0545873043984,2023-07-04  10:47:00,2023-07-06  12:49:00
K18,PB000093,3,0,4e-10,10.0,poscon,s1,170,112.03545002041244,0.7743822411827023,205.20256273422427,2023-07-04  10:21:30,2023-07-06  10:40:00
K18,PB000093,3,0,4e-10,10.0,poscon,s2,287,118.28666286245476,0.7980998949029918,204.5840575163182,2023-07-04  10:21:30,2023-07-06  10:40:00
K19,PB000102,3,0,4e-10,10.0,poscon,s1,200,127.3641359026602,0.7775888593535754,207.5584097817108,2023-07-04  10:48:30,2023-07-06  12:49:00
K19,PB000102,3,0,4e-10,10.0,poscon,s2,241,134.64424164530027,0.803506430898502,223.90723947830708,2023-07-04  10:48:30,2023-07-06  12:49:00
K20,PB000093,0,0,4.0000000000000004e-11,1.0,poscon,s1,160,116.06312732719736,0.7976060302753241,203.9780640810367,2023-07-04  10:21:30,2023-07-06  10:40:00
K20,PB000093,0,0,4.0000000000000004e-11,1.0,poscon,s2,218,123.81039851486008,0.7719722810623708,217.95922272191103,2023-07-04  10:21:30,2023-07-06  10:40:00
K21,PB000094,0,0,4e-10,10.0,poscon,s1,185,128.89409436403915,0.7917305010200529,211.9194984614482,2023-07-04  10:46:30,2023-07-06  12:49:00
K21,PB000094,0,0,4e-10,10.0,poscon,s2,203,118.22574518341612,0.7734471199611495,203.5548623307249,2023-07-04  10:46:30,2023-07-06  12:49:00
K22,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,168,113.34109941451024,0.8155484103500457,204.42509180022364,2023-07-04  10:20:30,2023-07-06  10:40:00
K22,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,224,131.71335687323193,0.7966577009332645,215.85549715444284,2023-07-04  10:20:30,2023-07-06  10:40:00
K23,PB000090,1,1,1e-10,14079098.93766799,negcon,s1,172,125.2965945166928,0.8302725860649269,202.25177725129453,2023-07-04  10:45:30,2023-07-06  12:49:00
K23,PB000090,1,1,1e-10,14079098.93766799,negcon,s2,275,116.5676379436956,0.7812409246197725,194.3344277073556,2023-07-04  10:45:30,2023-07-06  12:49:00
L02,PB000096,2,1,4.0000000000000004e-11,1.0,negcon,s1,210,97.6748846903235,0.778191196042031,172.43279414301773,2023-07-04  10:47:00,2023-07-06  12:49:00
L02,PB000096,2,1,4.0000000000000004e-11,1.0,negcon,s2,300,118.28046979205952,0.8345234023193551,188.567065919628,2023-07-04  10:47:00,2023-07-06  12:49:00
L03,PB000089,0,0,3.90625e-11,10.0,poscon,s1,313,121.4369959182211,0.7900804069958195,199.1703871303449,2023-07-04  10:20:30,2023-07-06  10:40:00
L03,PB000089,0,0,3.90625e-11,10.0,poscon,s2,263,126.82813458564338,0.7633425161853751,209.69131362712275,2023-07-04  10:20:30,2023-07-06  10:40:00
L04,PB000100,0,0,3.90625e-11,10.0,poscon,s1,137,89.93807135556258,0.7694211830143232,145.5087703381586,2023-07-04  10:48:00,2023-07-06  12:49:00
L04,PB000100,0,0,3.90625e-11,10.0,poscon,s2,124,87.06987952960436,0.7809208868587105,149.7622480440441,2023-07-04  10:48:00,2023-07-06  12:49:00
L05,PB000097,3,0,4e-10,10.0,poscon,s1,252,129.1995841316954,0.79431680950527,217.70776499060477,2023-07-04  10:22:30,2023-07-06  10:40:00
L05,PB000097,3,0,4e-10,10.0,poscon,s2,302,126.28432857775412,0.7717119526442702,214.5959650943994,2023-07-04  10:22:30,2023-07-06  10:40:00
L06,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,161,111.1927908523188,0.7879047889085722,189.28149062858344,2023-07-04  10:20:30,2023-07-06  10:40:00
L06,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,176,119.03722520704063,0.7893814458625574,198.74521802411263,2023-07-04  10:20:30,2023-07-06  10:40:00
L07,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,206,128.47106451474863,0.7748192802484082,215.0295112484933,2023-07-04  10:20:00,2023-07-06  10:40:00
L07,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,248,111.57994060493512,0.7531100963684534,194.3289400473409,2023-07-04  10:20:00,2023-07-06  10:40:00
L08,PB000093,0,0,3.90625e-11,10.0,poscon,s1,106,109.19000920060512,0.7877909695328504,180.95945586216908,2023-07-04  10:21:30,2023-07-06  10:40:00
L08,PB000093,0,0,3.90625e-11,10.0,poscon,s2,165,124.8906153335288,0.8036567837827283,216.6684142471431,2023-07-04  10:21:30,2023-07-06  10:40:00
L09,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,248,131.54905466804303,0.8219096834865518,207.90623578747912,2023-07-04  10:21:00,2023-07-06  10:40:00
L09,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,241,122.26065824977827,0.8282666206968314,201.93525643324196,2023-07-04  10:21:00,2023-07-06  10:40:00
L10,PB000096,1,1,1e-10,14079098.93766799,negcon,s1,294,122.44344643119922,0.7964116900154814,205.1529540699786,2023-07-04  10:47:00,2023-07-06  12:49:00
L10,PB000096,1,1,1e-10,14079098.93766799,negcon,s2,221,121.4092585647583,0.8323806979855818,198.91107615967485,2023-07-04  10:47:00,2023-07-06  12:49:00
L11,PB000091,1,1,1e-10,14079098.93766799,negcon,s1,242,114.3012187485362,0.7889225014373544,201.0093346796269,2023-07-04  10:21:00,2023-07-06  10:40:00
L11,PB000091,1,1,1e-10,14079098.93766799,negcon,s2,273,126.40420394495992,0.8004990687652468,207.05205749425417,2023-07-04  10:21:00,2023-07-06  10:40:00
L12,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,90,126.76585916971136,0.8055957364909657,196.03343947280644,2023-07-04  10:20:00,2023-07-06  10:40:00
L12,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,178,128.12419592640066,0.810924326083449,201.9577963319299,2023-07-04  10:20:00,2023-07-06  10:40:00
L13,PB000093,1,1,1e-10,14079098.93766799,negcon,s1,107,92.13785654942974,0.7643082517588744,164.33604320918585,2023-07-04  10:21:30,2023-07-06  10:40:00
L13,PB000093,1,1,1e-10,14079098.93766799,negcon,s2,206,115.84476975715592,0.737427185332297,207.30161413718315,2023-07-04  10:21:30,2023-07-06  10:40:00
L14,PB000096,0,0,4e-10,10.0,poscon,s1,40,122.01230133836754,0.7953934258414226,202.26984900717704,2023-07-04  10:47:00,2023-07-06  12:49:00
L14,PB000096,0,0,4e-10,10.0,poscon,s2,34,70.48899306979163,0.871055402157221,124.08044264669326,2023-07-04  10:47:00,2023-07-06  12:49:00
L15,PB000092,2,1,4.0000000000000004e-11,1.0,negcon,s1,269,124.03935045679904,0.7985251857264268,207.05457494421415,2023-07-04  10:46:00,2023-07-06  12:49:00
L15,PB000092,2,1,4.0000000000000004e-11,1.0,negcon,s2,348,121.6207479086864,0.8114251114362301,202.453044982964,2023-07-04  10:46:00,2023-07-06  12:49:00
L16,PB000102,0,0,4e-10,10.0,poscon,s1,137,125.10387056243307,0.7636991195095407,210.0440557669805,2023-07-04  10:48:30,2023-07-06  12:49:00
L16,PB000102,0,0,4e-10,10.0,poscon,s2,157,108.48053510243192,0.8014855877464309,188.6393900300217,2023-07-04  10:48:30,2023-07-06  12:49:00
L17,PB000094,1,1,1e-10,14079098.93766799,negcon,s1,197,130.5461557061224,0.843303635265497,207.2538889130081,2023-07-04  10:46:30,2023-07-06  12:49:00
L17,PB000094,1,1,1e-10,14079098.93766799,negcon,s2,250,145.45646202175067,0.8354535363316569,230.63273482067663,2023-07-04  10:46:30,2023-07-06  12:49:00
L18,PB000101,0,0,4e-10,10.0,poscon,s1,220,135.34598906135116,0.7778542921907239,219.96289607618428,2023-07-04  10:23:30,2023-07-06  10:40:00
L18,PB000101,0,0,4e-10,10.0,poscon,s2,234,125.25056413488753,0.805645738750552,219.1103554011571,2023-07-04  10:23:30,2023-07-06  10:40:00
L19,PB000090,1,1,1e-10,14079098.93766799,negcon,s1,40,7.338332040337503,0.8130859030879082,10.67161359899962,2023-07-04  10:45:30,2023-07-06  12:49:00
L19,PB000090,1,1,1e-10,14079098.93766799,negcon,s2,25,7.0426479402145725,0.7958274061657896,10.7822911430508,2023-07-04  10:45:30,2023-07-06  12:49:00
L20,PB000089,2,1,4e-10,10.0,negcon,s1,54,75.38741657693917,0.8600525504690864,127.80672336183072,2023-07-04  10:20:30,2023-07-06  10:40:00
L20,PB000089,2,1,4e-10,10.0,negcon,s2,61,99.28922203067886,0.8241244660181098,163.6352962777873,2023-07-04  10:20:30,2023-07-06  10:40:00
L21,PB000097,1,1,1e-10,14079098.93766799,negcon,s1,187,117.66457819270484,0.8076086000798034,214.331007905872,2023-07-04  10:22:30,2023-07-06  10:40:00
L21,PB000097,1,1,1e-10,14079098.93766799,negcon,s2,194,130.36873940022303,0.7892536124027816,219.15319301875505,2023-07-04  10:22:30,2023-07-06  10:40:00
L22,PB000100,1,1,1e-10,14079098.93766799,negcon,s1,91,13.291508487873308,0.8131007394536055,21.370331723477765,2023-07-04  10:48:00,2023-07-06  12:49:00
L22,PB000100,1,1,1e-10,14079098.93766799,negcon,s2,89,11.975929675920163,0.7915139826534461,20.32274732797984,2023-07-04  10:48:00,2023-07-06  12:49:00
L23,PB000097,2,1,4.0000000000000004e-11,1.0,negcon,s1,331,123.66419999818936,0.7885862434069482,204.1198565941149,2023-07-04  10:22:30,2023-07-06  10:40:00
L23,PB000097,2,1,4.0000000000000004e-11,1.0,negcon,s2,259,131.02406531906553,0.8080152215861219,211.39229170196947,2023-07-04  10:22:30,2023-07-06  10:40:00
M02,PB000090,3,0,4.0000000000000004e-11,1.0,poscon,s1,337,116.8096785609888,0.7993965589067433,194.93030464576125,2023-07-04  10:45:30,2023-07-06  12:49:00
M02,PB000090,3,0,4.0000000000000004e-11,1.0,poscon,s2,298,133.52963137135282,0.8124667533299021,214.66335994297012,2023-07-04  10:45:30,2023-07-06  12:49:00
M03,PB000103,1,1,1e-10,14079098.93766799,negcon,s1,226,124.09957742756578,0.8304615482623213,191.65560661930215,2023-07-04  10:20:00,2023-07-06  10:40:00
M03,PB000103,1,1,1e-10,14079098.93766799,negcon,s2,188,124.94534467120012,0.8324801900342045,210.16313788556064,2023-07-04  10:20:00,2023-07-06  10:40:00
M04,PB000089,1,1,1e-10,14079098.93766799,negcon,s1,35,58.530664356982456,0.7609473058429143,109.75870728970926,2023-07-04  10:20:30,2023-07-06  10:40:00
M04,PB000089,1,1,1e-10,14079098.93766799,negcon,s2,37,13.806551435879502,0.8555217782621807,28.847738775794237,2023-07-04  10:20:30,2023-07-06  10:40:00
